,llave,cant_indiv,coef,ciudad_origen,tipo,edad_mediana,rango_edad,estrato,ingreso_hogar,rango_ingreso_hog,estado_civ,nivel_edu,viajo,interno,cuantos_int,depto_dest,mpio_dest,fecha_ini,fecha_fin,pernoct,motivo_int,alojamiento,med_transp,gasto_tot,motivo_no,gast_aloj,valgast_aloj,gast_public,valgast_public,gast_alim,gast_aereo,valgast_aereo,excursion,excur_extranj,excur_int,excur_motiv,excur_deptodest,excur_mpiodest,excur_medtransp,excur_valgasttransp,excur_valgastpublic,excur_valgastalim,nombre_mpio_dest,coord_origen,lat_origen,lon_origen,coord_dest,lat_dest,lon_dest
13544,3016574_1,3,0.24948293636477445,Neiva,familia,68.0,65_70,2,1600000.0,1_2,familia,superior_tecnico,si,si,1,Huila,41016.0,24/03/2019 0:00,25/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,AIPE,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673,"-75.2945677922753,3.2386692",-75.2945677922753,3.2386692
13561,3016610_1,5,0.8632111819191827,Riohacha,familia,9.0,0_10,2,3000000.0,3_5,familia,superior_posgrado,si,si,1,Atlántico,8001.0,6/03/2019 0:00,11/03/2019 0:00,5.0,vacaciones,,particular,400000.0,,no,,no,,si,no,,no,,,,,,,,,,BARRANQUILLA,"-72.9069784,11.544634",-72.9069784,11.544634,"-74.8013085,10.9799669",-74.8013085,10.9799669
13580,3016631_1,1,0.0,Riohacha,hombre,33.0,30_35,2,2200000.0,2_3,pareja_mayor_2,superior_univerisitario,si,si,2,La Guajira,44090.0,29/03/2019 0:00,31/03/2019 0:00,2.0,vacaciones,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,DIBULLA,"-72.9069784,11.544634",-72.9069784,11.544634,"-73.4472323664315,11.0829542",-73.4472323664315,11.0829542
13583,3016642_1,4,0.7767015553753249,Riohacha,familia,18.0,15_20,1,2000000.0,2_3,familia,superior_univerisitario,si,si,3,La Guajira,44090.0,29/03/2019 0:00,31/03/2019 0:00,2.0,visita,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,DIBULLA,"-72.9069784,11.544634",-72.9069784,11.544634,"-73.4472323664315,11.0829542",-73.4472323664315,11.0829542
13607,3016719_1,3,0.8263481346680838,Villavicencio,familia,11.0,10_15,2,700000.0,0_1,familia,media_bachiller,si,si,1,"Bogotá, D.C.",11001.0,14/03/2019 0:00,15/03/2019 0:00,1.0,otros,,publico,300000.0,,si,30000.0,si,50000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.6206667,4.1315113",-73.6206667,4.1315113,",",,
13608,3016720_1,3,0.5820800284470066,Villavicencio,familia,43.0,40_45,3,7700000.0,5_,familia,superior_posgrado,si,si,1,Meta,50689.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,particular,490000.0,,no,,no,,si,no,,no,,,,,,,,,,SAN MARTÍN,"-73.6206667,4.1315113",-73.6206667,4.1315113,"-73.689108,3.6884668",-73.689108,3.6884668
13610,3016749_1,2,0.02325581395348837,Pasto,familia,21.0,20_25,2,1000000.0,1_2,familia,superior_univerisitario,si,si,1,Nariño,52835.0,15/03/2019 0:00,17/03/2019 0:00,2.0,visita,,publico,100000.0,,no,,no,,no,no,,no,,,,,,,,,,SAN ANDRÉS DE TUMACO,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-78.5019373,2.2830077",-78.5019373,2.2830077
13614,3016761_1,1,0.0,Pasto,mujer,21.0,20_25,2,600000.0,0_1,soltero,superior_tecnico,si,si,2,Nariño,52320.0,30/03/2019 0:00,31/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,GUAITARILLA,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.5483421,1.1305245",-77.5483421,1.1305245
13616,3016767_1,2,0.4,Pasto,familia,40.0,40_45,1,828000.0,0_1,familia,superior_bachiller,si,si,1,Nariño,52573.0,15/03/2019 0:00,16/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,PUERRES,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.5036766,0.8835077",-77.5036766,0.8835077
13625,3016783_1,2,0.1048951048951049,Pasto,familia,71.0,70_75,3,3000000.0,3_5,familia,superior_tecnico,si,si,4,Nariño,52240.0,30/03/2019 0:00,31/03/2019 0:00,1.0,vacaciones,,particular,,,no,,no,,no,no,,no,,,,,,,,,,CHACHAGÜÍ,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.2743657529271,1.4051167",-77.2743657529271,1.4051167
13632,3016798_1,3,0.548799292861201,Pasto,familia,31.0,30_35,2,3500000.0,3_5,familia,superior_univerisitario,si,si,3,Nariño,52694.0,27/03/2019 0:00,29/03/2019 0:00,2.0,negocios,,particular,250000.0,,si,90000.0,no,,si,no,,si,no,si,Vacaciones,52.0,52240.0,Terrestre publico,40000.0,,80000.0,SAN PEDRO DE CARTAGO,"-77.2782516,1.2146286",-77.2782516,1.2146286,"-77.101325044183,1.5384785",-77.101325044183,1.5384785
13636,3016804_1,4,0.5644497094052138,Cúcuta,familia,42.0,40_45,4,8000000.0,5_,familia,superior_posgrado,si,si,1,Norte de Santander,54172.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,200000.0,,no,,no,,si,no,,no,,,,,,,,,,CHINÁCOTA,"-72.5080387,7.8971458",-72.5080387,7.8971458,"-72.5974892069276,7.5779229",-72.5974892069276,7.5779229
13648,3016821_1,5,0.5776746121883432,Armenia,familia,27.0,25_30,1,2000000.0,2_3,familia,superior_tecnico,si,si,2,Caldas,17001.0,18/03/2019 0:00,20/03/2019 0:00,2.0,visita,,particular,50000.0,,no,,no,,no,no,,si,no,si,Vacaciones,63.0,63190.0,Terrestre particular,10000.0,,20000.0,MANIZALES,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.5173198,5.0681104",-75.5173198,5.0681104
13664,3016839_1,1,0.0,Armenia,hombre,35.0,35_40,3,1700000.0,2_3,soltero,superior_posgrado,si,si,2,"Bogotá, D.C.",11001.0,19/03/2019 0:00,21/03/2019 0:00,2.0,vacaciones,,publico,390000.0,,si,120000.0,si,50000.0,si,no,,si,no,si,Vacaciones,63.0,63690.0,Terrestre publico,14000.0,,26000.0,"BOGOTÁ, D.C.","44.6736646,40.7696272",44.6736646,40.7696272,",",,
13666,3016843_1,4,0.4755220536358845,Armenia,familia,32.0,30_35,3,1600000.0,1_2,familia,superior_univerisitario,si,si,1,Valle del Cauca,76001.0,14/03/2019 0:00,19/03/2019 0:00,5.0,otros,,publico,,,no,,no_responde,,no_responde,no,,si,no,si,Otros motivos,76.0,76001.0,Terrestre publico,,,,CALI,"44.6736646,40.7696272",44.6736646,40.7696272,"-76.5324943,3.4517923",-76.5324943,3.4517923
13668,3016852_1,3,0.4714045207910317,Pereira,familia,16.0,15_20,4,2000000.0,2_3,familia,secundaria,si,si,1,Huila,41001.0,19/03/2019 0:00,21/03/2019 0:00,2.0,visita,,publico,350000.0,,no,,si,10000.0,si,no,,no,,,,,,,,,,NEIVA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.2794417696023,3.0332673",-75.2794417696023,3.0332673
13678,3016863_1,5,0.1993208887616818,Pereira,familia,52.0,50_55,1,700000.0,0_1,familia,primaria,si,si,1,"Bogotá, D.C.",11001.0,2/03/2019 0:00,14/03/2019 0:00,12.0,otros,,publico,350000.0,,no,,si,37000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.6946451,4.8142912",-75.6946451,4.8142912,",",,
13696,3016884_1,1,0.0,Pereira,mujer,61.0,60_65,3,1900000.0,2_3,viudo,media_bachiller,si,si,1,Caldas,17001.0,25/02/2019 0:00,3/03/2019 0:00,6.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,MANIZALES,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.5173198,5.0681104",-75.5173198,5.0681104
13705,3016895_1,2,0.3153153153153153,Pereira,familia,55.0,55_60,3,1500000.0,1_2,familia,media_bachiller,si,si,1,Quindio,63001.0,10/03/2019 0:00,28/03/2019 0:00,18.0,visita,,particular,80000.0,,no,,no,,si,no,,no,,,,,,,,,,ARMENIA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
13706,3016896_1,4,0.40402788727965416,Pereira,familia,58.0,55_60,3,1800000.0,2_3,familia,superior_univerisitario,si,si,1,"Archipiélago de San Andrés, Providencia y Santa Catalina",88001.0,28/02/2019 0:00,3/03/2019 0:00,3.0,vacaciones,,aereo,3000000.0,,no_responde,,no_responde,,no_responde,no_responde,,no,,,,,,,,,,SAN ANDRÉS,"-75.6946451,4.8142912",-75.6946451,4.8142912,",",,
13717,3016907_1,3,0.3605448703702437,Pereira,familia,43.0,40_45,2,1500000.0,1_2,familia,superior_tecnico,si,si,1,Magdalena,47001.0,28/02/2019 0:00,3/03/2019 0:00,3.0,vacaciones,,aereo,1700000.0,,si,400000.0,si,70000.0,si,si,720000.0,no,,,,,,,,,,SANTA MARTA,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-73.8803519997939,11.08665565",-73.8803519997939,11.08665565
13741,3016970_1,4,0.4617600614389159,Bucaramanga,familia,32.0,30_35,4,6000000.0,5_,familia,superior_univerisitario,si,si,1,Norte de Santander,54001.0,8/03/2019 0:00,10/03/2019 0:00,2.0,negocios,,publico,720000.0,,si,400000.0,si,50000.0,si,no,,no,,,,,,,,,,CÚCUTA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-72.5080387,7.8971458",-72.5080387,7.8971458
13742,3016973_1,3,0.4065615950685224,Sincelejo,familia,48.0,45_50,1,1200000.0,1_2,familia,superior_univerisitario,si,si,1,Sucre,70235.0,23/03/2019 0:00,24/03/2019 0:00,1.0,visita,,particular,150000.0,,no,,no,,si,no,,si,no,si,Parientes o amigos,70.0,70215.0,Terrestre particular,3000.0,,2000.0,GALERAS,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.0487747,9.1606864",-75.0487747,9.1606864
13744,3016975_1,5,0.7713826840401634,Sincelejo,familia,12.0,10_15,1,1200000.0,1_2,familia,superior_tecnico,si,si,1,Sucre,70124.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,particular,60000.0,,no,,no,,si,no,,no,,,,,,,,,,CAIMITO,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.1163176,8.790591",-75.1163176,8.790591
13765,3016999_1,3,0.2383080540307961,Sincelejo,familia,50.0,50_55,2,1500000.0,1_2,familia,superior_tecnico,si,si,1,Córdoba,23815.0,15/03/2019 0:00,25/03/2019 0:00,10.0,visita,,publico,100000.0,,no,,no,,si,no,,no,,,,,,,,,,TUCHÍN,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.5525344330417,9.2183344",-75.5525344330417,9.2183344
13790,3017028_1,7,0.7649343154739898,Sincelejo,familia,28.0,25_30,1,2800000.0,3_5,familia,superior_tecnico,si,si,1,Sucre,70418.0,10/03/2019 0:00,18/03/2019 0:00,8.0,visita,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,LOS PALMITOS,"-75.4329805907975,9.31542935",-75.4329805907975,9.31542935,"-75.2681334,9.3805529",-75.2681334,9.3805529
13798,3017049_1,2,0.12903225806451613,Cali,familia,31.0,30_35,1,3000000.0,3_5,familia,superior_tecnico,si,si,3,Valle del Cauca,76377.0,30/03/2019 0:00,31/03/2019 0:00,1.0,vacaciones,,particular,100000.0,,no,,no,,si,no,,no,,,,,,,,,,LA CUMBRE,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-76.5784992086779,3.6962998",-76.5784992086779,3.6962998
13807,3017065_1,3,0.6250863161603559,Cali,familia,14.0,10_15,3,2500000.0,3_5,familia,superior_posgrado,si,si,1,Quindio,63001.0,30/03/2019 0:00,31/03/2019 0:00,1.0,vacaciones,,publico,200000.0,,si,40000.0,si,24000.0,si,no,,si,no,si,Parientes o amigos,19.0,19698.0,Terrestre particular,90000.0,,,ARMENIA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-75.7396016646567,4.4923898",-75.7396016646567,4.4923898
13821,3017082_1,1,0.0,Cali,mujer,32.0,30_35,5,4000000.0,3_5,separado,superior_posgrado,si,si,2,Amazonas,91001.0,15/03/2019 0:00,18/03/2019 0:00,3.0,vacaciones,,aereo,2000000.0,,no,,no,,no,si,200000.0,si,no,si,Parientes o amigos,76.0,76364.0,Terrestre particular,30000.0,,,LETICIA,"-76.5324943,3.4517923",-76.5324943,3.4517923,"-70.0885162871149,-3.58082345",-70.0885162871149,-3.58082345
13830,3017103_1,2,0.18032786885245905,Medellín,familia,30.0,30_35,6,5000000.0,5_,familia,superior_posgrado,si,si,2,"Bogotá, D.C.",11001.0,25/03/2019 0:00,28/03/2019 0:00,3.0,visita,,aereo,600000.0,,no_responde,,no,,no_responde,no_responde,,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.573553,6.2443382",-75.573553,6.2443382,",",,
13832,3017105_1,1,0.0,Medellín,mujer,63.0,60_65,6,0.0,no_reporta,casado,media_bachiller,si,si,1,Antioquia,5318.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,particular,100000.0,,no,,no,,no,no,,no,,,,,,,,,,GUARNE,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4392567939736,6.272654",-75.4392567939736,6.272654
13835,3017108_1,1,0.0,Medellín,mujer,31.0,30_35,6,6000000.0,5_,soltero,superior_posgrado,si,si,1,Antioquia,5042.0,9/03/2019 0:00,10/03/2019 0:00,1.0,vacaciones,,particular,160000.0,,si,100000.0,no,,si,no,,si,no,si,Vacaciones,5.0,5607.0,Terrestre particular,20000.0,,20000.0,SANTA FÉ DE ANTIOQUIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.8277746,6.5564008",-75.8277746,6.5564008
13836,3017109_1,1,0.0,Medellín,mujer,68.0,65_70,6,2000000.0,2_3,separado,superior_univerisitario,si,si,1,Antioquia,5615.0,25/03/2019 0:00,26/03/2019 0:00,1.0,visita,,particular,989898.0,,no,,no,,no_responde,no,,no,,,,,,,,,,RIONEGRO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4126728657633,6.1480754",-75.4126728657633,6.1480754
13838,3017111_1,2,0.06896551724137931,Medellín,familia,29.0,25_30,6,8000000.0,5_,familia,superior_posgrado,si,si,1,Antioquia,5615.0,9/03/2019 0:00,10/03/2019 0:00,1.0,visita,,particular,50000.0,,no,,no,,si,no,,no,,,,,,,,,,RIONEGRO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4126728657633,6.1480754",-75.4126728657633,6.1480754
13842,3017115_1,2,0.08771929824561403,Medellín,familia,28.0,25_30,6,14000000.0,5_,familia,superior_univerisitario,si,si,1,Antioquia,5615.0,16/03/2019 0:00,17/03/2019 0:00,1.0,vacaciones,,particular,300000.0,,si,150000.0,si,32500.0,si,no,,si,no,si,Vacaciones,5.0,5001.0,Terrestre particular,30000.0,,,RIONEGRO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.4126728657633,6.1480754",-75.4126728657633,6.1480754
13844,3017121_1,2,0.08571428571428573,Medellín,familia,35.0,35_40,5,3000000.0,3_5,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,19/03/2019 0:00,21/03/2019 0:00,2.0,negocios,,aereo,300000.0,,no,,no_responde,,no,si,98.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-75.573553,6.2443382",-75.573553,6.2443382,",",,
13882,3017180_1,2,0.017543859649122806,Medellín,familia,28.0,25_30,3,3500000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5411.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,particular,989898.0,,no,,no,,no_responde,no,,no,,,,,,,,,,LIBORINA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.787421501119,6.72352865",-75.787421501119,6.72352865
13884,3017182_1,5,0.4662216389725425,Medellín,familia,16.0,15_20,3,800000.0,0_1,familia,secundaria,si,si,1,Antioquia,5197.0,15/03/2019 0:00,17/03/2019 0:00,2.0,vacaciones,,publico,400000.0,,si,200000.0,no,,si,no,,no,,,,,,,,,,COCORNÁ,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.1362078336584,6.00398715",-75.1362078336584,6.00398715
13887,3017187_1,2,0.17647058823529413,Medellín,familia,25.0,25_30,2,2000000.0,2_3,familia,superior_tecnico,si,si,2,Antioquia,5490.0,28/03/2019 0:00,30/03/2019 0:00,2.0,negocios,,publico,235000.0,,si,50000.0,no,,si,no,,no,,,,,,,,,,NECOCLÍ,"-75.573553,6.2443382",-75.573553,6.2443382,"-76.781487,8.4233906",-76.781487,8.4233906
13888,3017188_1,1,0.0,Medellín,hombre,22.0,20_25,1,1500000.0,1_2,soltero,media_bachiller,si,si,5,Antioquia,5042.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,400000.0,,no_responde,,no,,no_responde,no,,si,no,si,Otros motivos,5.0,5376.0,Terrestre particular,,,,SANTA FÉ DE ANTIOQUIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.8277746,6.5564008",-75.8277746,6.5564008
13892,3017197_1,2,0.031746031746031744,Medellín,familia,63.0,60_65,3,0.0,no_reporta,familia,primaria,si,si,1,Antioquia,5353.0,17/03/2019 0:00,18/03/2019 0:00,1.0,otros,,publico,150000.0,,no,,no,,si,no,,no,,,,,,,,,,HISPANIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.915610162182,5.79761205",-75.915610162182,5.79761205
13893,3017198_1,3,0.32050362627883433,Medellín,familia,55.0,55_60,3,1000000.0,1_2,familia,superior_univerisitario,si,si,1,Antioquia,5282.0,5/03/2019 0:00,6/03/2019 0:00,1.0,visita,,publico,50000.0,,no,,no,,si,no,,no,,,,,,,,,,FREDONIA,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.6908071247597,5.87507465",-75.6908071247597,5.87507465
13896,3017202_1,1,0.0,Cartagena,mujer,79.0,75_80,6,6000000.0,5_,separado,superior_posgrado,si,si,1,Sucre,70820.0,9/03/2019 0:00,10/03/2019 0:00,1.0,visita,,publico,300000.0,,no,,si,5000.0,si,no,,no,,,,,,,,,,SANTIAGO DE TOLÚ,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.5841794,9.5241138",-75.5841794,9.5241138
13899,3017216_1,3,0.5992430349038538,Cartagena,familia,28.0,25_30,1,1000000.0,1_2,familia,media_bachiller,si,si,1,Bolívar,13647.0,20/03/2019 0:00,23/03/2019 0:00,3.0,visita,,publico,50000.0,,no,,no,,no,no,,no,,,,,,,,,,SAN ESTANISLAO,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.2067235181544,10.3675957",-75.2067235181544,10.3675957
13907,3017240_1,6,0.5507944131858165,Valledupar,familia,18.0,15_20,2,1000000.0,1_2,familia,superior_bachiller,si,si,1,La Guajira,44430.0,24/03/2019 0:00,25/03/2019 0:00,1.0,negocios,,particular,132000.0,,si,60000.0,no,,si,no,,no,,,,,,,,,,MAICAO,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-72.2388947,11.3779233",-72.2388947,11.3779233
13908,3017242_1,4,0.5340177732479314,Valledupar,familia,23.0,20_25,2,1600000.0,1_2,familia,superior_tecnico,si,si,1,Magdalena,47058.0,5/03/2019 0:00,7/03/2019 0:00,2.0,visita,,particular,50000.0,,no,,no,,no,no,,no,,,,,,,,,,ARIGUANÍ,"-73.3757933882845,10.34311145",-73.3757933882845,10.34311145,"-74.0599546310224,9.8005467",-74.0599546310224,9.8005467
13910,3017274_1,5,0.5450335075334833,Quibdó,familia,14.0,10_15,1,300000.0,0_1,familia,superior_bachiller,si,si,1,Antioquia,5001.0,21/03/2019 0:00,25/03/2019 0:00,4.0,salud,,publico,250000.0,,si,30000.0,si,20000.0,no_responde,si,200000.0,no,,,,,,,,,,MEDELLÍN,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-75.573553,6.2443382",-75.573553,6.2443382
13922,3017302_1,1,0.0,Quibdó,mujer,23.0,20_25,1,1300000.0,1_2,soltero,superior_bachiller,si,si,1,Valle del Cauca,76001.0,9/03/2019 0:00,16/03/2019 0:00,7.0,visita,,publico,128000.0,,no,,no,,no,no,,no,,,,,,,,,,CALI,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-76.5324943,3.4517923",-76.5324943,3.4517923
13923,3017306_1,3,0.601845161231278,Quibdó,familia,39.0,35_40,3,2400000.0,2_3,familia,superior_univerisitario,si,si,1,Chocó,27001.0,24/03/2019 0:00,25/03/2019 0:00,1.0,vacaciones,,publico,400000.0,,si,85000.0,no,,si,no,,no,,,,,,,,,,QUIBDÓ,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-76.6540463,5.6845709",-76.6540463,5.6845709
13928,3017311_1,5,0.5264568548810905,Quibdó,familia,59.0,55_60,3,5000000.0,5_,familia,superior_univerisitario,si,si,1,Antioquia,5001.0,16/03/2019 0:00,19/03/2019 0:00,3.0,negocios,,aereo,830000.0,,no,,si,70000.0,si,si,100000.0,no,,,,,,,,,,MEDELLÍN,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-75.573553,6.2443382",-75.573553,6.2443382
13929,3017314_1,3,0.6605261280526459,Quibdó,familia,47.0,45_50,3,5000000.0,5_,familia,superior_posgrado,si,si,1,Antioquia,5001.0,3/03/2019 0:00,8/03/2019 0:00,5.0,salud,,aereo,2000000.0,,no,,si,100000.0,no,no,,no,,,,,,,,,,MEDELLÍN,"-76.6540463,5.6845709",-76.6540463,5.6845709,"-75.573553,6.2443382",-75.573553,6.2443382
13945,3017355_1,1,0.0,Pasto,mujer,67.0,65_70,4,1800000.0,2_3,viudo,media_bachiller,si,si,1,"Bogotá, D.C.",11001.0,15/03/2019 0:00,18/03/2019 0:00,3.0,otros,,aereo,2000000.0,,si,600000.0,si,50000.0,si,si,800000.0,no,,,,,,,,,,"BOGOTÁ, D.C.","-77.2782516,1.2146286",-77.2782516,1.2146286,",",,
13953,3017387_1,3,0.7098437827583702,Ibagué,familia,28.0,25_30,2,1000000.0,1_2,familia,media_bachiller,si,si,1,Tolima,73043.0,30/03/2019 0:00,31/03/2019 0:00,1.0,vacaciones,,particular,110000.0,,no,,no,,si,no,,no,,,,,,,,,,ANZOÁTEGUI,"-75.2430012,4.4446595",-75.2430012,4.4446595,"-75.0938748,4.6312166",-75.0938748,4.6312166
13956,3017410_1,2,0.008264462809917356,Medellín,familia,60.0,60_65,5,3500000.0,3_5,familia,superior_univerisitario,si,si,1,Antioquia,5607.0,23/03/2019 0:00,25/03/2019 0:00,2.0,vacaciones,,particular,150000.0,,no,,no,,si,no,,si,no,si,Vacaciones,5.0,5607.0,Terrestre particular,,,80000.0,RETIRO,"-75.573553,6.2443382",-75.573553,6.2443382,"-75.502611,6.0572745",-75.502611,6.0572745
13961,3017417_1,3,0.6705986444323822,Popayán,familia,27.0,25_30,3,1800000.0,2_3,familia,superior_univerisitario,si,si,1,Cauca,19785.0,15/03/2019 0:00,16/03/2019 0:00,1.0,visita,,particular,120000.0,,no,,no,,si,no,,no,,,,,,,,,,SUCRE,"-76.6062744,2.4420181",-76.6062744,2.4420181,"-76.5246736278086,3.44721985",-76.5246736278086,3.44721985
13971,3017437_1,5,0.7760086295488171,Armenia,familia,18.0,15_20,1,0.0,no_reporta,familia,media_bachiller,si,si,1,Risaralda,66682.0,15/03/2019 0:00,17/03/2019 0:00,2.0,visita,,publico,250000.0,,no,,no,,si,no,,no,,,,,,,,,,SANTA ROSA DE CABAL,"44.6736646,40.7696272",44.6736646,40.7696272,"-75.6203626,4.8653719",-75.6203626,4.8653719
13991,3017467_1,2,0.01098901098901099,Pereira,familia,45.0,45_50,3,2000000.0,2_3,familia,superior_tecnico,si,si,2,Caldas,17001.0,29/03/2019 0:00,31/03/2019 0:00,2.0,negocios,,particular,50000.0,,no,,no,,si,no,,si,no,si,Negocios,17.0,17001.0,Terrestre particular,15000.0,,10000.0,MANIZALES,"-75.6946451,4.8142912",-75.6946451,4.8142912,"-75.5173198,5.0681104",-75.5173198,5.0681104
13996,3017471_2,1,0.0,Bucaramanga,hombre,27.0,25_30,2,850000.0,1_2,soltero,secundaria,si,si,1,Norte de Santander,54001.0,2/03/2019 0:00,4/03/2019 0:00,2.0,visita,,particular,350000.0,,no,,no,,si,no,,no,,,,,,,,,,CÚCUTA,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-72.5080387,7.8971458",-72.5080387,7.8971458
13997,3017472_1,5,0.6902271681998878,Bucaramanga,familia,23.0,20_25,4,6000000.0,5_,familia,superior_univerisitario,si,si,1,Santander,68320.0,23/03/2019 0:00,25/03/2019 0:00,2.0,visita,,particular,250000.0,,no,,no,,no,no,,no,,,,,,,,,,GUADALUPE,"-73.1172869,7.1114611",-73.1172869,7.1114611,"-73.3953837075083,6.23740655",-73.3953837075083,6.23740655
14015,3017490_1,1,0.0,Manizales,hombre,28.0,25_30,3,950000.0,1_2,soltero,media_bachiller,si,si,1,Caldas,17513.0,20/03/2019 0:00,22/03/2019 0:00,2.0,negocios,,particular,200000.0,,si,60000.0,no_responde,,si,no,,no,,,,,,,,,,PÁCORA,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-75.4857425,5.568679",-75.4857425,5.568679
14021,3017496_1,1,0.0,Bogotá,mujer,35.0,35_40,4,10000000.0,5_,soltero,superior_posgrado,si,si,2,Cundinamarca,25035.0,22/03/2019 0:00,25/03/2019 0:00,3.0,vacaciones,,particular,400000.0,,no,,no,,si,no,,no,,,,,,,,,,ANAPOIMA,"-74.0760439,4.59808",-74.0760439,4.59808,"-74.5249304448066,4.5638824",-74.5249304448066,4.5638824
14022,3017497_1,5,0.6834710375220515,Cartagena,familia,36.0,35_40,3,2000000.0,2_3,familia,superior_tecnico,si,si,1,Sucre,70221.0,27/02/2019 0:00,13/03/2019 0:00,14.0,negocios,,particular,,,si,98.0,no,,si,no,,no,,,,,,,,,,COVEÑAS,"-1.0006184,37.6267868",-1.0006184,37.6267868,"-75.639789293312,9.41146205",-75.639789293312,9.41146205
14034,3017513_1,2,0.1869918699186992,Tunja,familia,61.0,60_65,3,3000000.0,3_5,familia,superior_posgrado,si,si,1,"Bogotá, D.C.",11001.0,27/04/2019 0:00,30/04/2019 0:00,3.0,visita,,publico,400000.0,,no,,si,20000.0,si,no,,no,,,,,,,,,,"BOGOTÁ, D.C.","-73.361362,5.5323632",-73.361362,5.5323632,",",,
14053,3017533_1,4,0.3108208954985842,Manizales,familia,51.0,50_55,2,2500000.0,3_5,familia,superior_posgrado,si,si,2,Valle del Cauca,76001.0,13/04/2019 0:00,21/04/2019 0:00,8.0,vacaciones,,publico,1800000.0,,no,,si,120000.0,si,no,,no,,,,,,,,,,CALI,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-76.5324943,3.4517923",-76.5324943,3.4517923
14061,3017541_1,1,0.0,Manizales,hombre,53.0,50_55,2,600000.0,0_1,separado,media_bachiller,si,si,3,Meta,50006.0,17/04/2019 0:00,25/04/2019 0:00,8.0,visita,,particular,700000.0,,no,,no,,si,no,,no,,,,,,,,,,ACACÍAS,"-75.5173198,5.0681104",-75.5173198,5.0681104,"-73.7583005,3.9861122",-73.7583005,3.9861122
